Date,Author,Verified,Helpful,Title,Body,Rating,Images,Videos,URL,Variation,Style
"Reviewed in the United States on April 23, 2023",Ava,yes,yes,Preppy but…,"It’s aesthetically pleasing but it spills a lot. Also VERY overpriced. I don’t regret buying it, but I’m pretty close to. Just make sure you know you want it and are going to use it but overall looks cute.",4,-,-,https://www.amazon.com/gp/customer-reviews/RPP3ZVHWZR5IA/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BD6XRYK8,-,-
"Reviewed in the United States on June 2, 2024",It was very cute and so useful ,yes,yes,Stanley,"It was really cute love it , it’s a little bigger then what u though but love it",5,-,-,https://www.amazon.com/gp/customer-reviews/R3EWWRCHVX21RD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BD6XRYK8,-,-
"Reviewed in the United States on May 7, 2024",Toni Maraj,yes,yes,The best,"Bought this for my niece, she was thrilled.",5,-,-,https://www.amazon.com/gp/customer-reviews/REY9E70V39BX0/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BD6XRYK8,-,-
"Reviewed in the United States on April 26, 2024",Deanna,yes,yes,Granddaughter loved it!,My granddaughter is very pleased. She loves the size and the color!,5,-,-,https://www.amazon.com/gp/customer-reviews/R6J4O163DYVRR/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BD6XRYK8,-,-
"Reviewed in the United States on April 2, 2024",Terrible product. Does not stick. Bubbles form after installation. Corners stick up and tear.shows any abnormalities under it.,yes,yes,Travel mug,Made my granddaughter’s Easter. Stanley is always good quality. Was it worth the price? It was when I saw my granddaughters face receiving it.,5,-,-,https://www.amazon.com/gp/customer-reviews/RZMXJY7D24YQH/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BD6XRYK8,-,-
"Reviewed in the United States on March 31, 2024",Janet Jefferson,yes,yes,Gift,It was a gift and my granddaughter was very pleased!,5,-,-,https://www.amazon.com/gp/customer-reviews/RMAEJ7CX5LET7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BD6XRYK8,-,-
"Reviewed in the United States on March 13, 2024",Dayvic,yes,yes,Excelente,Muy bueno este producto,5,-,-,https://www.amazon.com/gp/customer-reviews/R3LVG6TZO49XOS/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BD6XRYK8,-,-
"Reviewed in the United States on February 6, 2024",Amazon Customer,yes,yes,Tall cup,Keeps your drink cold,5,-,-,https://www.amazon.com/gp/customer-reviews/RPPEJE51N6KQV/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BD6XRYK8,-,-
"Reviewed in the United States on December 27, 2023",Amazon Customer,yes,yes,Very Happy,Bought it for my girlfriend and she loves it. Keeps drinks cools or hot for long periods.,5,-,-,https://www.amazon.com/gp/customer-reviews/RHF5EC6EPN4T1/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BD6XRYK8,-,-
"Reviewed in the United States on November 21, 2023",EatidALemons,yes,yes,Great for your gf/fiancé/Wife,"I love Stanley, stanly is like best friend you can slurp from, I love you Stan.",5,-,-,https://www.amazon.com/gp/customer-reviews/R1SAFVBLF5RQRR/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BD6XRYK8,-,-
"Reviewed in the United States on August 29, 2023",Gabster,yes,yes,Worth it,This is my first Stanley cup and I am very satisfied.It keeps my water very cold and the ice melts slowly.I did buy a spill guard and that just made everything perfect.,5,-,-,https://www.amazon.com/gp/customer-reviews/R13ENVWN2JZ4HG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BD6XRYK8,-,-
"Reviewed in the United States on July 14, 2023",Malana,yes,yes,If product is real and not a dupe.,"Love that I finally received a true Stanley tumbler, after paying for complete fakes on Dicks and Academy sites. Ty Amazon.",5,-,-,https://www.amazon.com/gp/customer-reviews/R1BM1849SINJQB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BD6XRYK8,-,-
"Reviewed in the United States on September 5, 2023",Idy CheungIdy Cheung,-,yes,So bad,"The straw is bended and broken, and full of dirt on the surface of cup.",1,"https://m.media-amazon.com/images/I/71BtSooV3BL.jpg , https://m.media-amazon.com/images/I/71jWkuOZ2nL.jpg",-,https://www.amazon.com/gp/customer-reviews/RVUWQXNB2B806/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BD6XRYK8,-,-
"Reviewed in the United States on June 26, 2023",Molly,-,yes,Ice melts <1 hour,"I got this as a gift and noticed after a few uses that my ice was melting in less than 1 hour every time I used it. I emailed the company thinking my cup was defective. They sent me another one for free (customer service was great). The new one arrives, I precool it down in the fridge as directed and all my ice still melted in less than an hour. I don’t get the hype at all. Cup is beautiful, but it does NOT keep anything cold. Very disappointed.",1,-,-,https://www.amazon.com/gp/customer-reviews/R2TO2BVC7KM5H0/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BD6XRYK8,-,-
"Reviewed in the United States on July 30, 2023",Diego ValdiviaDiego Valdivia,yes,-,Rayadura en stanley,Llego sucio y con una rayadura. Cuidar estos aspectos en los productos,2,"https://m.media-amazon.com/images/I/51BUgYfxjYL.jpg , https://m.media-amazon.com/images/I/71qDVLFVTZL.jpg",-,https://www.amazon.com/gp/customer-reviews/R1M4MPUFS6A8JJ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BD6XRYK8,-,-
"Reviewed in the United States on July 28, 2023",Courtney WoodardCourtney Woodard,yes,-,could be better,My packaged wasn’t as nice and my straw was bent not to happy cute tho,2,https://m.media-amazon.com/images/I/71RoI3AYI7L.jpg,-,https://www.amazon.com/gp/customer-reviews/R3KMMXZF7K7JKV/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BD6XRYK8,-,-
"Reviewed in the United States on March 12, 2023",VeronicaVeronica,yes,-,Came with a dent,It has a dent it’s a ashamed for the price,2,"https://m.media-amazon.com/images/I/51n5n5h5H9L.jpg , https://m.media-amazon.com/images/I/51tTNcnQuZL.jpg",-,https://www.amazon.com/gp/customer-reviews/R3OZEBMJ6FWCLY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BD6XRYK8,-,-
"Reviewed in the United States on February 26, 2023",CLAIRECLAIRE,yes,-,The handle broke.,-,2,https://m.media-amazon.com/images/I/51KN1R5iDGL.jpg,-,https://www.amazon.com/gp/customer-reviews/R3Q1AXP6RO4J3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BD6XRYK8,-,-
"Reviewed in the United States on February 23, 2023",Jaylene VivatsonJaylene Vivatson,yes,-,Came with a dent,Pretty noticeable dent in the base unfortunately.,3,https://m.media-amazon.com/images/I/71Kx26kD5NL.jpg,-,https://www.amazon.com/gp/customer-reviews/RXRV55DDBBWR5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BD6XRYK8,-,-
"Reviewed in the United States on February 3, 2023",Codi B.Codi B.,yes,-,Quencher,"Overall I was excited to get one when they are sold out on the website. It arrived pretty quickly but I do assume it’s from sort of left over or defected stock because it has a couple defects; the soft part of the handle has a large mark on it and the paint job has a couple flaws. For $70 I would think it’d be a little more checked over before shipping but again, I’m pretty easy going and didn’t have high expectations since they’re sold out. Slim pickins 🤷🏼‍♀️PS I have a Quencher as does my husband and my son has a kids cup and they are all perfect with no issues. So I do expect this is just a leftover possibly defective stock pile they had left over",3,"https://m.media-amazon.com/images/I/719kVXIWByL.jpg , https://m.media-amazon.com/images/I/71dpQhxt4WL.jpg",-,https://www.amazon.com/gp/customer-reviews/ROA0B69N87FD1/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BD6XRYK8,-,-
"Reviewed in Mexico on December 5, 2023",Ángel EspinosaÁngel Espinosa,yes,-,Mal embalaje,"El producto cumple con las expectativas, desafortunadamente para el tamaño, el embalaje es muy pobre y para mi mala fortuna... El encargado de llevarlo a domicilio, decidió (por no haberme encontrado en mi domicilio) que era buena idea arrojarlo sobre la reja... evidentemente se dañó (ya en proceso de devolución)...",3,"https://m.media-amazon.com/images/I/615rqxCs8pL.jpg , https://m.media-amazon.com/images/I/61TaTK-z22L.jpg",-,-,-,-
"Reviewed in the United States on March 24, 2023",Jessica BothwellJessica Bothwell,yes,-,Will leak if it gets knocked out but BEAUTIFUL,The prettiest pink ever and motivates me to drink water! If you have a toddler though be careful because if it leaks if knocked over!,4,"https://m.media-amazon.com/images/I/6156K5kZ9fL.jpg , https://m.media-amazon.com/images/I/71hB9wf6r6L.jpg",-,https://www.amazon.com/gp/customer-reviews/R3ABHOE6MC03RI/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BD6XRYK8,-,-
"Reviewed in Mexico on May 3, 2023",Cliente de AmazonCliente de Amazon,yes,-,El termo es hermoso...,"Cabe mencionar que la protección del envío deja un poco que desear, me llegó en un sobre con protección de burbuja. Traen un pequeño detalle en parte baja, que igual no afecta para nada el funcionamiento, pero podrían mejorar el empaquetedo. Aún así el envío fue muy rápido.  Respecto al termo es realmente hermoso! Con bastante capacidad, tal cual se muestra en las fotos. Me encanta!",4,"https://m.media-amazon.com/images/I/51sUgORGz7L.jpg , https://m.media-amazon.com/images/I/51yZP-7mTrL.jpg , https://m.media-amazon.com/images/I/610H6Puy5NL.jpg , https://m.media-amazon.com/images/I/61EECANdsOL.jpg",-,-,-,-
"Reviewed in Mexico on April 16, 2023",Ruth CGRuth CG,yes,-,Está bonito,"El único inconveniente es que lo recibí con un pequeño golpe… solo por que es pequeño el golpe y no está pelado no lo regrese, hice una compra  por este mismo vaso y lamentablemente me enviaron de otro color y lo regrese.",4,"https://m.media-amazon.com/images/I/61vtxccRaWL.jpg , https://m.media-amazon.com/images/I/71sH8DCb7QL.jpg",-,-,-,-
"Reviewed in the United States on September 2, 2024",Peta-Gaye ThompsonPeta-Gaye Thompson,yes,-,I love my Stanley,"I love my Stanley, heavy and very much real. The delivery was really fast",5,"https://m.media-amazon.com/images/I/61OnPej9WDL.jpg , https://m.media-amazon.com/images/I/61sZdoKC8bL.jpg",-,https://www.amazon.com/gp/customer-reviews/R1QW4RZY8QHEYM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BD6XRYK8,-,-
"Reviewed in the United States on August 16, 2024",HayleyHayley,yes,-,My New Favorite Cup,"I love it! The color is just what I wanted and my favorite at that. No leak issues, ice stays frozen throughout the night and 40oz is just the right size. I love the straw width as well, very easy to clean.",5,https://m.media-amazon.com/images/I/61YYwbMHdYL.jpg,-,https://www.amazon.com/gp/customer-reviews/RK83NSWWIJXJI/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BD6XRYK8,-,-
"Reviewed in the United States on August 13, 2024",Elizabeth CarrascoElizabeth Carrasco,yes,-,Love it,I love itI love that it fits the cup holder of the car🤩the color is so cute,5,https://m.media-amazon.com/images/I/61sqzmRRL9L.jpg,-,https://www.amazon.com/gp/customer-reviews/R17HV81JHVEZZM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BD6XRYK8,-,-
"Reviewed in the United States on July 3, 2023",angie ulloaangie ulloa,yes,-,Bello,"Perfecto, en realidad vale la pena, mil veces mejor que el Yeti. Si se derrama cuando tiene la pajilla se suponía que era anti derrames. Pero lo demás Perfecto",5,https://m.media-amazon.com/images/I/7130g7pEH-L.jpg,-,https://www.amazon.com/gp/customer-reviews/RI2S68TAAO930/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BD6XRYK8,-,-
"Reviewed in the United States on March 18, 2023",lukaluka,yes,-,ice holds unless it’s bottled water,"i was very excited for this cup to arrive! it works well and i love it. it helps me drink more water.  the ice holds unless it’s bottled water. it holds with tap water, juice, and drinking fountain water, but bottled water just doesn’t make the cut.  also, it leaks pretty bad if you accidentally knock it over. nothing an attachment can’t fix though!",5,https://m.media-amazon.com/images/I/516I8VNJJYL.jpg,-,https://www.amazon.com/gp/customer-reviews/R1JL3MMWDFOVD4/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BD6XRYK8,-,-
"Reviewed in the United States on March 3, 2023",Bruna BorgesBruna Borges,yes,-,Looks great! I love the color!,Just could come with extra straw.,5,https://m.media-amazon.com/images/I/71bAwu1VqiL.jpg,-,https://www.amazon.com/gp/customer-reviews/R3NXR94V7H901E/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BD6XRYK8,-,-
"Reviewed in the United States on February 25, 2023",AIP AxeAIP Axe,yes,-,Great insulation,"Very good looking, urging me to drink enough water every day",5,https://m.media-amazon.com/images/I/61+Fn6kAPzL.jpg,-,https://www.amazon.com/gp/customer-reviews/R2QJXJJVBEVOAR/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BD6XRYK8,-,-
"Reviewed in the United States on August 25, 2024",Madeleine,yes,-,Extremely Disappointing and Overpriced,"I was really disappointed with the Stanley Quencher. It's not holding ice at all! I have other, non-name-brand tumblers that perform way better. With this one, my ice is completely gone after just 4-6 hours. On top of that, it leaks and is difficult to drink from if you don't use a straw. Save your money and don't buy this tumbler—it's not worth it.",1,-,-,https://www.amazon.com/gp/customer-reviews/R2WSHCKVPML6Z8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BD6XRYK8,-,-
"Reviewed in the United States on March 4, 2024",teresa taylor,yes,-,Stanley cup,Poor quality the handle fell off my cup in less than a month,1,-,-,https://www.amazon.com/gp/customer-reviews/R3R0TP4LXCP5N9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BD6XRYK8,-,-
"Reviewed in the United States on December 15, 2023",Dissatisfied ,yes,-,Missing  Straw in Stanley cup,Missing straw in Stanley cup. No offer to make it right,1,-,-,https://www.amazon.com/gp/customer-reviews/R23H87GFZ97HXE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BD6XRYK8,-,-
"Reviewed in Mexico on May 21, 2024",CRISTINA LUJAN,yes,-,Vino sin el empaque adecuado y golpeado,Es un vaso caro y vino con 2 golpes y unos pequeños rayones,1,-,-,-,-,-
"Reviewed in the United States on February 3, 2024",Ignacio C.,yes,-,Not worth it,It is a heavy cup and seems sturdy however the Lid doesn't close completely and won't screw on completely straight no mater how many times you try.  My ice melts within a couple of hours and is room temperature.,2,-,-,https://www.amazon.com/gp/customer-reviews/RWEMMACX8F2RL/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BD6XRYK8,-,-
"Reviewed in the United States on October 15, 2023",Debbie Woolard,yes,-,Not as sturdy as I thought,I loved the cup but a student accidentally knocked it off the desk and the handle broke off!,2,-,-,https://www.amazon.com/gp/customer-reviews/R3I7FSAFPS51AE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BD6XRYK8,-,-
"Reviewed in the United States on August 10, 2023",Juliet Mann,yes,-,DENTED,"Its a cute cup, but it came dented and scrached up. It also took awhile to arrive,",2,-,-,https://www.amazon.com/gp/customer-reviews/R1BWJ0TBAB5UTC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BD6XRYK8,-,-
"Reviewed in the United States on June 25, 2023",Amazon Customer,yes,-,Tips too easily,This cup is so top heavy if it’s not on a completely level surface it will tip over in a second. Even when it’s on a level surface it will tip it if you accidentally bump it or the straw.  It’s so frustrating that you have to ensure it’s steady before you take your hands off of it. It’s also to big to fit in all my cup holders in my vehicles. It is great at keeping beverages cold for an extended period of time but it is so difficult to handle without tipping over I hardly use it as much as I had hoped to,2,-,-,https://www.amazon.com/gp/customer-reviews/RITRB8WJR5CRG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BD6XRYK8,-,-
"Reviewed in the United States on August 6, 2023",Chelle,yes,-,Stanley Cup,When the Stanley cup arrived it had multiple chips in it.,3,-,-,https://www.amazon.com/gp/customer-reviews/R1URQDT53HAQ18/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BD6XRYK8,-,-
"Reviewed in the United States on July 13, 2023",Kelly LaMar,yes,-,It’s a Stanley cup,It came with a ding in it. And it was way overpriced but I am that mom and my daughter had to have it. Disappointing that it was dented when I took it out of the box.,3,-,-,https://www.amazon.com/gp/customer-reviews/R37MAQ0AMNGPKB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BD6XRYK8,-,-
Starter Plan or higher is required in order to access reviews beyond 100.,,,,,,,,,,,
