Date,Author,Verified,Helpful,Title,Body,Rating,Images,Videos,URL,Variation,Style
"Reviewed in the United States on April 23, 2023",MissHollie7,yes,yes,Great tumbler- Shipping is terrible,"I have wanted a Stanley for a while and finally pulled the trigger, so when I got this and it was all scuffed, dings and had a bent straw I was super disappointed. I have used it and it does keep water cold but the bent straw is kind of a nuisance for such a great cup. Buy something to be shipped with it, I received the same cup in white and it arrived perfect.",4,-,-,https://www.amazon.com/gp/customer-reviews/R37WRM4DGTACH4/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS1T7R8C,B0BS1T7R8C,Style: 30 oz | Color: Charcoal
"Reviewed in the United States on April 11, 2024",Amazon Customer,yes,yes,Great,Makes me drink 64 oz of water,5,-,-,https://www.amazon.com/gp/customer-reviews/R2NXHTSU07TVN7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS1T7R8C,B0C7SD173Y,Style: 64 oz | Color: Black Glow
"Reviewed in the United States on April 6, 2024",Brandon Murry,yes,yes,"Good Customer Servuce, Great Product","When I received my Stanley, the straw was bent. I reached out to customer service and they shipped a new straw within 24 hours. My wife loves Stanley and this is her second cup. Overall they're amazing cups that have excellent insulation and are built to last a lifetime. She's dropped hers countless times and still doesn't even have a scratch. 10/10 recommend. Worth the price",5,-,-,https://www.amazon.com/gp/customer-reviews/R1H83V545O36NZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS1T7R8C,B0BS1T7R8C,Style: 30 oz | Color: Charcoal
"Reviewed in the United States on March 9, 2024",Amanda & Joey,yes,yes,Great cup,This cup holds ice for 2 days. It fits in the cup holder and looks great. Well made and perfect size.,5,-,-,https://www.amazon.com/gp/customer-reviews/R246BXOXCAE23L/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS1T7R8C,B0BS1T7R8C,Style: 30 oz | Color: Charcoal
"Reviewed in the United States on February 16, 2024",KRISTEN  HARRIS,yes,yes,Perfect size,I love the colors and size of this cup. I have a larger one and never used it so I tried the smaller one and it’s perfect.,5,-,-,https://www.amazon.com/gp/customer-reviews/R3CF90SYDHBBB6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS1T7R8C,B0BS1T7R8C,Style: 30 oz | Color: Charcoal
"Reviewed in the United States on January 17, 2024",IspendtoomuchonAmazon,yes,yes,Ugh it’s trendy for a reason,"I really did not want to get on this trend. It is such a great tumbler though.  It’s not really leak proof if you flip it over.  However, if you drop it, it’s not crazy messy.  The straw will fit in the sip part so if you want to drink a carbonated beverage from it, you can!  That’s the biggest difference between this and most of the other tumblers.  Also the handle to weight and size ratio is on point.  I can’t wait for this trend to be over so I can buy more of these!",5,-,-,https://www.amazon.com/gp/customer-reviews/R2OH52OB5IUQZY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS1T7R8C,B0BS1T7R8C,Style: 30 oz | Color: Charcoal
"Reviewed in the United States on November 17, 2023",bsmb77,yes,yes,Mines perfect,"It doesn’t have dents, scratches, and was packed in bubble wrap-type packing in a box. It’s really big. I like it though. Promptly ordered a rubber bottom for it to keep it nice. Let’s see if this prompts me to drink more water. I feel like it’s worth the price. I have other water bottles for $10-20+ and also Starbucks ones and this one surpasses all those.",5,-,-,https://www.amazon.com/gp/customer-reviews/R2FOTOYWD2FGCI/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS1T7R8C,B0BS1T7R8C,Style: 30 oz | Color: Charcoal
"Reviewed in the United States on December 15, 2023",savannah,yes,yes,THESE GUYS FLOAT,"Did you know that these guys float? No? Well, neither did I and now we both know! Not only do they float but they remain upright. Oh yeah, and they keep ice cold for days! Not too sure exactly how long but I know I haven't been able to get it all to melt yet.",5,-,-,https://www.amazon.com/gp/customer-reviews/R2Z3HGUDWVPHCV/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS1T7R8C,B0BS1T7R8C,Style: 30 oz | Color: Charcoal
"Reviewed in the United States on June 28, 2024",Dinkar KarumuriDinkar Karumuri,yes,-,Product came with scratches,Product came with scratches,1,https://m.media-amazon.com/images/I/718ZjrABVCL.jpg,-,https://www.amazon.com/gp/customer-reviews/RPIDULPEDQIF9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS1T7R8C,B0C7SD173Y,Style: 64 oz | Color: Black Glow
"Reviewed in the United States on February 8, 2024",SamSam,yes,-,Poor packaging,"I love the color and know I love Stanley’s in general. It was poor delivery though. The cup came in a polymailer. No box, no styrofoam, and was tossed on my porch. Taking it out of the polymailer, it already had a scuff on it. The second Stanley I ordered the same day as this one came delivered in a box with packing peanuts. No scuffs on that one. Disappointing.",1,"https://m.media-amazon.com/images/I/61NwIdz6j9L.jpg , https://m.media-amazon.com/images/I/61XC-odk3NL.jpg",-,https://www.amazon.com/gp/customer-reviews/RGYT80024Z7ES/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS1T7R8C,B0BS1T7R8C,Style: 30 oz | Color: Charcoal
"Reviewed in the United States on January 4, 2024",Kindle CustomerKindle Customer,yes,-,Didn’t handle with care,Product was scratched on front and back. This costs way too much money for the product to just be thrown into a box with no care.,1,"https://m.media-amazon.com/images/I/71ElAhqgipL.jpg , https://m.media-amazon.com/images/I/71h6tZKjhfL.jpg",-,https://www.amazon.com/gp/customer-reviews/R2YNSZJORZIJ5K/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS1T7R8C,B0C7SD173Y,Style: 64 oz | Color: Black Glow
"Reviewed in the United States on December 21, 2023",Ana boteroAna botero,yes,-,Awful. I hope I could rate it 0 out of 5 stars,"This was a scam, it arrived smelling awful and dirty. When I purchased this it said it was a brand new Stanley, instead I recieved literal trash",1,"https://m.media-amazon.com/images/I/61K8xE1mSUL.jpg , https://m.media-amazon.com/images/I/710As6tDQeL.jpg , https://m.media-amazon.com/images/I/716YZhX9CnL.jpg , https://m.media-amazon.com/images/I/71tcyVKOwnL.jpg",-,https://www.amazon.com/gp/customer-reviews/R2CQ3DD62DI6CY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS1T7R8C,B0BS1T7R8C,Style: 30 oz | Color: Charcoal
"Reviewed in the United States on July 31, 2023",Amazon CustomerAmazon Customer,yes,-,Beware of injury with straw,Daughter just got this for birthday gift- the straw jabbed her in the mouth and took out a chunk of gum pea-sized. She had several mouths full of blood. Would not recommend to anyone- straw is sharp.,1,https://m.media-amazon.com/images/I/71wckiyY8VL.jpg,-,https://www.amazon.com/gp/customer-reviews/R2JCTA773Z1YND/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS1T7R8C,B0BS1T7R8C,Style: 30 oz | Color: Charcoal
"Reviewed in the United States on July 21, 2023",Amazon CustomerAmazon Customer,yes,-,Received Significantly Flawed,"Just received mine.  Right out of the box, I noticed it has significant flaws.  Very disappointed.  Will be returning.",1,"https://m.media-amazon.com/images/I/619RgFiyPmL.jpg , https://m.media-amazon.com/images/I/714FSHJQYuL.jpg , https://m.media-amazon.com/images/I/716oHiSM25L.jpg",-,https://www.amazon.com/gp/customer-reviews/R17ZG0MC89SJHW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS1T7R8C,B0BS1T7R8C,Style: 30 oz | Color: Charcoal
"Reviewed in the United States on May 6, 2023",AnnetteAnnette,yes,-,Received it scratched and dented,-,1,"https://m.media-amazon.com/images/I/61XY33E9goL.jpg , https://m.media-amazon.com/images/I/61YNWCsXsoL.jpg",-,https://www.amazon.com/gp/customer-reviews/R2T49HT8QL3MPK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS1T7R8C,B0BS1T7R8C,Style: 30 oz | Color: Charcoal
"Reviewed in Mexico on May 28, 2024",ErickvazErickvaz,yes,-,Es bueno el producto pero llegó muy mal,"Tardo en llegar el producto venía muy mal la caja, traía manchas y ralladuras no lo recomiendo",1,"https://m.media-amazon.com/images/I/61C-B5YPlzL.jpg , https://m.media-amazon.com/images/I/61msrC9WkVL.jpg , https://m.media-amazon.com/images/I/719Z6g7RgLL.jpg , https://m.media-amazon.com/images/I/71nnzxH9MoL.jpg",-,-,B0BS1T7R8C,Style: 30 oz | Color: Charcoal
"Reviewed in the United States on January 15, 2024",DSheriffDSheriff,yes,-,"Love the color, not liking the scuff marks!","I was super excited to get my second Stanley cup from Amazon. I already have one and have had no issues with it. However, as soon as I opened this box I noticed that not only was it not packaged well (no bubble wrap) it had several scuff marks on it. I’m sending it back and I’m super disappointed!",2,https://m.media-amazon.com/images/I/61XLWW+Kn4L.jpg,-,https://www.amazon.com/gp/customer-reviews/R1XHS2BQDE3848/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS1T7R8C,B0BS1T7R8C,Style: 30 oz | Color: Charcoal
"Reviewed in the United States on December 2, 2023",MicheleMichele,yes,-,Disappointed in quality control..,This cup arrived chipped and didn’t have a straw.. maybe it’s karma that I purchased extras replacement straws.. still not happy it came chipped especially at this price.,2,"https://m.media-amazon.com/images/I/51-SKpcgbsL.jpg , https://m.media-amazon.com/images/I/61FbQVw47QL.jpg , https://m.media-amazon.com/images/I/61QKeC816sL.jpg",-,https://www.amazon.com/gp/customer-reviews/R4F10Y2TRXEDU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS1T7R8C,B0BS1T7R8C,Style: 30 oz | Color: Charcoal
"Reviewed in Mexico on July 24, 2024",Jesús Antonio Robles GutiérrezJesús Antonio Robles Gutiérrez,yes,-,Me llegó en malas condiciones el termo tanto que lo esperé,La verdad esperaba más de la marca stanley me llegó maltratado (abollado y raspado)el termo tanto que lo estuve esperando para que me salieran con esto no compraré otro término de esta marca y menos lo recomendaría. Saludos,2,"https://m.media-amazon.com/images/I/61NrWoIPwTL.jpg , https://m.media-amazon.com/images/I/61abyst-KGL.jpg",-,-,B0C7SD173Y,Style: 64 oz | Color: Black Glow
"Reviewed in Mexico on June 22, 2024","Me gusto mucho mi vaso, pero el unico detalle es que el hielo no le dura ni una hora, y eso es triste por que si es algo costoso para que no cumpla con lo que anuncia😕Me gusto mucho mi vaso, pero el unico detalle es que el hielo no le dura ni una hora, y eso es triste por que si es algo costoso para que no cumpla con lo que anuncia😕",yes,-,Mal empaquetado,"Esta muy bien el vaso, me gusto, pero se pasan con la forma en la que lo envían llego algo maltratado que hace que luzca mal, es por eso que no le pongo todas las estrellas, espero que ya hagan caso ya que por lo que veo no soy la única que se queja de eso.",2,"https://m.media-amazon.com/images/I/61C+OSJEKHL.jpg , https://m.media-amazon.com/images/I/71SJpcnG5mL.jpg",-,-,B0C7SD173Y,Style: 64 oz | Color: Black Glow
"Reviewed in the United States on November 12, 2023",Peanutmama1Peanutmama1,yes,-,Holds water well!,I guess I get what I pay for I got this cup on a deal of a day and it came all scratched up on the front as pictured with a few small dents...but it still works and gets the job of holding water!,3,https://m.media-amazon.com/images/I/71z8kUCRPxL.jpg,-,https://www.amazon.com/gp/customer-reviews/RO32Z7EDXSBAX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS1T7R8C,B0BS1T7R8C,Style: 30 oz | Color: Charcoal
"Reviewed in the United States on October 9, 2023",Eunbi KimEunbi Kim,yes,-,Wrong color & yeti is better,"Ordered charcoal and this color delivered 👎🏻 I've been using yeti for a yr and decided to get one more cup for my office.The design and all ""functionality"" is a bit better than yeti, but this cup feels a bit more cheap product than yeti (the price is cheaper tho). Like plastic lid is not as sturdy as yeti and the insulation doesn't feel strong enough.",3,https://m.media-amazon.com/images/I/61CqCYLt5uL.jpg,-,https://www.amazon.com/gp/customer-reviews/R16UH0UT08JO9D/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS1T7R8C,B0BS1T7R8C,Style: 30 oz | Color: Charcoal
"Reviewed in the United States on August 20, 2023",JennJenn,yes,-,Color came off when removing sticker,I like the cup but when we removed the sticker it was discolored underneath.  I thought it might improve with time but unfortunately it has not 😞,3,https://m.media-amazon.com/images/I/71FPYICfV9L.jpg,-,https://www.amazon.com/gp/customer-reviews/R2T4HMDCKMHSAL/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS1T7R8C,B0BS1T7R8C,Style: 30 oz | Color: Charcoal
"Reviewed in the United States on June 13, 2023",Connie WilsonConnie Wilson,yes,-,Not happy.,I used mine for the first time this morning. Only placed in cup holder in my car. And I noticed the coating had 2 dings on it. Geez. Even the cheaper ones I own has a better coating than this. Not happy at all. Too expensive for this kind of quality. Sending back.,3,"https://m.media-amazon.com/images/I/61XIVGdNgML.jpg , https://m.media-amazon.com/images/I/71clrG8-ZnL.jpg",-,https://www.amazon.com/gp/customer-reviews/R2XFPSP55ITGWO/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS1T7R8C,B0BS1T7R8C,Style: 30 oz | Color: Charcoal
"Reviewed in the United States on March 28, 2023",Lauren WhiteLauren White,yes,-,"Came damaged, but otherwise good!","I was so excited when this came! I saw the scuff and was super disappointed.  I hand washed it hoping it would come off, but it didn’t. Other than the scratch, this one is great! Looks identical to other Stanley’s and came with the official packaging, so I knew it wasn’t used.",3,"https://m.media-amazon.com/images/I/61Dal-7OdvL.jpg , https://m.media-amazon.com/images/I/61V1HrB1cSL.jpg",-,https://www.amazon.com/gp/customer-reviews/R2HNJB265ODK20/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS1T7R8C,B0BS1T7R8C,Style: 30 oz | Color: Charcoal
"Reviewed in Mexico on January 12, 2024","El termo esta muy cool , lo que no me gusto fue que de Los 5 que compre 4 llegaron sin su caja , no me explico porque los sacan de su caja y despues los Mandan asi, Amazon deberia prestar mas atencion a estos detalles que restan confiabilidad en Los enviosEl termo esta muy cool , lo que no me gusto fue que de Los 5 que compre 4 llegaron sin su caja , no me explico porque los sacan de su caja y despues los Mandan asi, Amazon deberia prestar mas atencion a estos detalles que restan confiabilidad en Los envios",yes,-,"Producto bueno, experiencia de compra no tanto","El producto esta super cool, pero 4 de Los 5 que compre llegaron sin su caja original.Ademas de que se pueden maltratar mas, la caja hubiera Sido un detalle muy bueno ya que eran para regalo. No entiendo porque los sacan de sus cajas, Esto resta confiabilidad a realizar compras en lineaOjo ahi Amazon",3,https://m.media-amazon.com/images/I/715EZSIJhCL.jpg,-,-,B0BS1T7R8C,Style: 30 oz | Color: Charcoal
"Reviewed in the United States on January 24, 2024",S PS P,yes,-,Damage,As you can see the stanley cup 30oz have a damage when I opened the tumbler. Double check it after it arrives.,4,https://m.media-amazon.com/images/I/61qzvYDGz5L.jpg,-,https://www.amazon.com/gp/customer-reviews/R2I5JPE04CL6RF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS1T7R8C,B0BS1T7R8C,Style: 30 oz | Color: Charcoal
"Reviewed in Mexico on May 29, 2024",Everardo MolinaEverardo Molina,yes,-,"Funcional, parece ser original","Creo si es original, según investigué formas de compararlo parece ser original, lo malo es que viene sin caja...apenas lo calare a ver que tanto retiene el frio",4,https://m.media-amazon.com/images/I/51xiDQ5oRJL.jpg,-,-,B0BS1T7R8C,Style: 30 oz | Color: Charcoal
"Reviewed in Mexico on October 19, 2023",Jehú ReynaJehú Reyna,yes,-,Es hermoso pero venía rallado,"Entiendo que los termos se rayan y lastiman pero no cuando los recién adquieres 🥺, trae varios rayones. De ahí en fuera me encanta totalmente 💯",4,"https://m.media-amazon.com/images/I/618WCH-oyHL.jpg , https://m.media-amazon.com/images/I/71c0RPj78QL.jpg",-,-,B0C7SD173Y,Style: 64 oz | Color: Black Glow
"Reviewed in the United Kingdom on September 11, 2023",Amazon CustomerAmazon Customer,yes,-,Still great but,"Still a great cup, but disappointed it arrived with marks on.",4,"https://m.media-amazon.com/images/I/61uNn8NNGjL.jpg , https://m.media-amazon.com/images/I/71iV+E776cL.jpg",-,-,B0BS1T7R8C,Style: 30 oz | Color: Charcoal
"Reviewed in the United States on July 18, 2024",Anthony DavisAnthony Davis,yes,-,Fantastic!,Its very good at its job,5,https://m.media-amazon.com/images/I/619KQMewrxL.jpg,-,https://www.amazon.com/gp/customer-reviews/R13KKPQW9S029L/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS1T7R8C,B0C7SD173Y,Style: 64 oz | Color: Black Glow
"Reviewed in the United States on February 9, 2024",Peds MDPeds MD,yes,-,My daughter envy me,I got my Stanley for valentines by myself. lol. My 4th grade girl envy me. 30 oz cup is good size for me.,5,https://m.media-amazon.com/images/I/61FnPWIRZDL.jpg,-,https://www.amazon.com/gp/customer-reviews/R2LHV2SM6XQZE3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS1T7R8C,B0BS1T7R8C,Style: 30 oz | Color: Charcoal
"Reviewed in the United States on February 4, 2024",Alba Alba ,yes,-,Práctico,-,5,https://m.media-amazon.com/images/I/61vUaeUYjyL.jpg,-,https://www.amazon.com/gp/customer-reviews/R2TVI5HKHJO0XJ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS1T7R8C,B0BS1T7R8C,Style: 30 oz | Color: Charcoal
"Reviewed in the United States on January 28, 2024",Amazon CustomerAmazon Customer,yes,-,Happy w my cup,Hello it’s a 30 oz. It’s a perfect size.And they stories about how cold it keeps are true.,5,https://m.media-amazon.com/images/I/61tuiKlddUL.jpg,-,https://www.amazon.com/gp/customer-reviews/RX7X9FSOZSRZ9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS1T7R8C,B0BS1T7R8C,Style: 30 oz | Color: Charcoal
"Reviewed in the United States on January 18, 2024",Melissa FultsMelissa Fults,yes,-,Better than expected,I went back forth over getting the 30oz or 40oz because I’m someone who needs to always have a drink with me but doesn’t want to tote around a huge  heavy cup. I went with the 30oz and it’s perfect. Loving it so far.,5,https://m.media-amazon.com/images/I/61qawRjyV8L.jpg,-,https://www.amazon.com/gp/customer-reviews/R2B5OCE6V8KVK3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS1T7R8C,B0BS1T7R8C,Style: 30 oz | Color: Charcoal
"Reviewed in the United States on January 6, 2024",Adalberto TorreroAdalberto Torrero,yes,-,I drink more water now,"It's my fav tumbler now. I drink more water now. It's very elegant, well designed, high quality, beautiful. Even people ask me about it.",5,https://m.media-amazon.com/images/I/613KitrFLUL.jpg,-,https://www.amazon.com/gp/customer-reviews/R2HLR1GD9UNBUT/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS1T7R8C,B0BS1T7R8C,Style: 30 oz | Color: Charcoal
"Reviewed in the United States on January 4, 2024",Ivan F,yes,-,I’m on the Hype Train,"Purchased for product development.My only gripe is the handle plastic is prone to fine scratches (will happen due to the material being soft)Also, this will spill a little, even closed with no straw and turned upside down.30oz is the perfect size for a office drink",5,-,-,https://www.amazon.com/gp/customer-reviews/R38EC2VU27C9NZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS1T7R8C,B0BS1T7R8C,Style: 30 oz | Color: Charcoal
"Reviewed in the United States on October 3, 2023",Amazon CustomerAmazon Customer,yes,-,I loved it so much,I bought 30 and 40 oz both. I loved both. They colors are very beautiful. I drink a lot of water thanks to them.,5,"https://m.media-amazon.com/images/I/610BPg1z9bL.jpg , https://m.media-amazon.com/images/I/71PZFotPxqL.jpg",-,https://www.amazon.com/gp/customer-reviews/R3E4J4M7UTBIJX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS1T7R8C,B0BS1T7R8C,Style: 30 oz | Color: Charcoal
"Reviewed in the United States on October 1, 2023",Viacheslav SkorokhodViacheslav Skorokhod,yes,-,This cup exceeded my expectations!,"At first I bought this cup as a gift for my girlfriend, but when I tried it during the day I immediately ordered one for myself. The cup is now always with me, it fits perfectly in the cup holder of my car. Now my brother wants to buy one without a handle.",5,https://m.media-amazon.com/images/I/61XYXGBplyL.jpg,-,https://www.amazon.com/gp/customer-reviews/R18AGY27LD3VI/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS1T7R8C,B0BS1T7R8C,Style: 30 oz | Color: Charcoal
"Reviewed in the United States on September 9, 2023",yujeong shinyujeong shin,yes,-,The best Tumbler for Coffee,I amazingly love this tumbler. It's really easy to clean. And It is preserved in a cold state for a whole day. :),5,https://m.media-amazon.com/images/I/61zU8UYFM8L.jpg,-,https://www.amazon.com/gp/customer-reviews/R276RDBMLLA13B/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS1T7R8C,B0BS1T7R8C,Style: 30 oz | Color: Charcoal
"Reviewed in the United States on August 15, 2023",AshleyAshley,yes,-,Love it,As described! I can put ice in it the night before and the water is still very cold in the morning!,5,https://m.media-amazon.com/images/I/71a5iOTgadL.jpg,-,https://www.amazon.com/gp/customer-reviews/R3HL6BNQ5GEEMJ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS1T7R8C,B0BS1T7R8C,Style: 30 oz | Color: Charcoal
"Reviewed in the United States on August 6, 2023",Rachel PRachel P,yes,-,Very happy,My first Stanley. I am very satisfied. Definitely kept my drink cold and looks cute. I will be ordering another color.,5,https://m.media-amazon.com/images/I/81Ir6RFB2AL.jpg,-,https://www.amazon.com/gp/customer-reviews/RN0UXDVN8USIR/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS1T7R8C,B0BS1T7R8C,Style: 30 oz | Color: Charcoal
"Reviewed in the United States on June 11, 2023",JasmineJasmine,yes,-,I am in love!,This is my first Stanley cup! I love that it keeps my water cold for HOURS!,5,https://m.media-amazon.com/images/I/61YLoU-+1jL.jpg,-,https://www.amazon.com/gp/customer-reviews/R1MCFL1X0Q3H9H/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS1T7R8C,B0BS1T7R8C,Style: 30 oz | Color: Charcoal
"Reviewed in the United States on April 15, 2023",JustinaJustina,yes,-,Love it,I love it !!,5,https://m.media-amazon.com/images/I/613URQiI8tL.jpg,-,https://www.amazon.com/gp/customer-reviews/R1QFTT222RAYEM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS1T7R8C,B0BS1T7R8C,Style: 30 oz | Color: Charcoal
"Reviewed in Mexico on June 7, 2024",AlexaAlexa,yes,-,Lo mejor!!!,"Me súper encantó, llevo unas semana utilizándolo y definitivamente es muy bueno para estas temporadas de calor, el hielo dura muchísimo y el líquido frío más!! Así que lo súper recomiendo y todo viene de acuerdo a las características y tiempos.",5,"https://m.media-amazon.com/images/I/61yTL3RdUlL.jpg , https://m.media-amazon.com/images/I/71QdBXWOkdL.jpg",-,-,B0BS1T7R8C,Style: 30 oz | Color: Charcoal
"Reviewed in the United Kingdom on May 17, 2024",SullydogandHannaSullydogandHanna,yes,-,30oz is the right size! love my Stanley,"I tried other tumblers and they just did not match it!the 30oz is a great size,not huge like the 40oz oneskeeps water cold for hours and is so well insulated that ice stays frozen all day as well!not leak proof but is spill prooflove the three way lid and the strawworth every penny!",5,https://m.media-amazon.com/images/I/719KOil7haL.jpg,-,-,B0BS1T7R8C,Style: 30 oz | Color: Charcoal
"Reviewed in Mexico on April 19, 2024",Saúl RodríguezSaúl Rodríguez,yes,-,Excelente,Tal como en la imagen los colores me encantan y la calidad no se diga,5,https://m.media-amazon.com/images/I/61Apk+yz3YL.jpg,-,-,B0BS1T7R8C,Style: 30 oz | Color: Charcoal
"Reviewed in Mexico on January 4, 2024",Agustin BalamAgustin Balam,yes,-,Buen producto,"El paquete llegó muy bien protegido y con los empaques intactos, el termo es original de muy buena calidad",5,https://m.media-amazon.com/images/I/711xPY+-CeL.jpg,-,-,B0BS1T7R8C,Style: 30 oz | Color: Charcoal
"Reviewed in Mexico on December 11, 2023",AVGAVG,yes,-,Lindo y práctico,"Excelente producto, ya tenía el de 40oz pero este tamaño es más práctico y manejable",5,"https://m.media-amazon.com/images/I/61Ij2Mgm2dL.jpg , https://m.media-amazon.com/images/I/71IbEKuIR1L.jpg",-,-,B0BS1T7R8C,Style: 30 oz | Color: Charcoal
"Reviewed in Singapore on December 5, 2023",Missing a very important feature Missing a very important feature ,yes,-,Leak proof?,"Not entirely true, still leaking, otherwise all good, cold beverages stay cold, perfect for golf buggy, car cup holders",5,https://m.media-amazon.com/images/I/615mEoOjq9L.jpg,-,-,B0BS1T7R8C,Style: 30 oz | Color: Charcoal
"Reviewed in Canada on September 13, 2023",OliviaOlivia,yes,-,ADORABLE💘,It came in 2 days! I was honestly scared that buying a Stanley cup from Amazon while it was fully in stock because they are always sold out on the website. But it wasn’t even and outdated model! It had the new lid with the straw stopper thingy,5,"https://m.media-amazon.com/images/I/51o2o1VzMLL.jpg , https://m.media-amazon.com/images/I/71T+zzQEPFL.jpg",-,-,B0BS1T7R8C,Style: 30 oz | Color: Charcoal
"Reviewed in the United States on May 2, 2024",jessica johnson,yes,-,Came dented,When I opened the box it was dented and some of logo was chipped off. No one got back to be about a replacement spend that kind of money you don’t want it damaged when you receive it,1,-,-,https://www.amazon.com/gp/customer-reviews/R271D42COCZ772/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS1T7R8C,B0BS1T7R8C,Style: 30 oz | Color: Charcoal
Starter Plan or higher is required in order to access reviews beyond 100.,,,,,,,,,,,
